setup_id,target_ticker,support,entry_direction,dominant_signal_type,first_trigger_date,last_trigger_date,sharpe_1d,sharpe_3d,sharpe_10d,sharpe_21d,best_sharpe_horizon,fitness,recency_sharpe,avg_option_pnl_dollars_1d,avg_option_pnl_pct_1d,avg_option_pnl_dollars_3d,avg_option_pnl_pct_3d,avg_option_pnl_dollars_10d,avg_option_pnl_pct_10d,avg_option_pnl_dollars_21d,avg_option_pnl_pct_21d,description
S0104,XLF US Equity,6,short,rolling_beta,2025-02-25,2025-03-04,1.9422,7.548,44.0105,0.0,10d,190.1926,,5.4528,0.0047,-86.6603,-0.9797,-133.4794,-0.862,-13.1217,-0.2211,"When zscore_corr(20d)(ARKK US Equity:PX_LAST, USGG2YR Index:PX_LAST, 60d) surges unexpectedly and beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr_delta(20d-60d)(AAPL US Equity:PX_LAST, DXY Curncy:PX_LAST) is very low, it may indicate a bearish outlook."
S0104,QQQ US Equity,6,short,rolling_beta,2025-02-25,2025-03-04,2.8424,27.4121,46.7926,0.0,10d,190.1926,,5.4528,0.0047,-86.6603,-0.9797,-133.4794,-0.862,-13.1217,-0.2211,"When zscore_corr(20d)(ARKK US Equity:PX_LAST, USGG2YR Index:PX_LAST, 60d) surges unexpectedly and beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr_delta(20d-60d)(AAPL US Equity:PX_LAST, DXY Curncy:PX_LAST) is very low, it may indicate a bearish outlook."
S0104,SPY US Equity,6,short,rolling_beta,2025-02-25,2025-03-04,3.4462,21.6342,47.1429,0.0,10d,190.1926,,5.4528,0.0047,-86.6603,-0.9797,-133.4794,-0.862,-13.1217,-0.2211,"When zscore_corr(20d)(ARKK US Equity:PX_LAST, USGG2YR Index:PX_LAST, 60d) surges unexpectedly and beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr_delta(20d-60d)(AAPL US Equity:PX_LAST, DXY Curncy:PX_LAST) is very low, it may indicate a bearish outlook."
S0472,QQQ US Equity,6,long,correlation_delta,2025-03-03,2025-03-10,-6.6859,-24.6371,-10.302,0.0,21d,189.7754,,-121.7275,-0.4117,-500.9567,-1.0,-805.7842,-0.8967,-1325.4068,-1.0,"When beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr_delta(20d-60d)(CPI YOY Index:PX_LAST, NFP TCH Index:PX_LAST) is very high and zscore_corr(20d)(ARKK US Equity:PX_LAST, USGG2YR Index:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0472,SPY US Equity,6,long,correlation_delta,2025-03-03,2025-03-10,-9.6127,-29.5634,-12.0772,0.0,21d,189.7754,,-121.7275,-0.4117,-500.9567,-1.0,-805.7842,-0.8967,-1325.4068,-1.0,"When beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr_delta(20d-60d)(CPI YOY Index:PX_LAST, NFP TCH Index:PX_LAST) is very high and zscore_corr(20d)(ARKK US Equity:PX_LAST, USGG2YR Index:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0472,XLK US Equity,6,long,correlation_delta,2025-03-03,2025-03-10,-5.4316,-20.6701,-6.5151,0.0,21d,189.7754,,-121.7275,-0.4117,-500.9567,-1.0,-805.7842,-0.8967,-1325.4068,-1.0,"When beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr_delta(20d-60d)(CPI YOY Index:PX_LAST, NFP TCH Index:PX_LAST) is very high and zscore_corr(20d)(ARKK US Equity:PX_LAST, USGG2YR Index:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0472,XLF US Equity,6,long,correlation_delta,2025-03-03,2025-03-10,-16.378,-36.2086,-2.104,0.0,21d,189.7754,,-121.7275,-0.4117,-500.9567,-1.0,-805.7842,-0.8967,-1325.4068,-1.0,"When beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr_delta(20d-60d)(CPI YOY Index:PX_LAST, NFP TCH Index:PX_LAST) is very high and zscore_corr(20d)(ARKK US Equity:PX_LAST, USGG2YR Index:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0472,NBIS US Equity,6,long,correlation_delta,2025-03-03,2025-03-10,-3.6251,-15.6855,-4.9398,0.0,21d,189.7754,,-121.7275,-0.4117,-500.9567,-1.0,-805.7842,-0.8967,-1325.4068,-1.0,"When beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr_delta(20d-60d)(CPI YOY Index:PX_LAST, NFP TCH Index:PX_LAST) is very high and zscore_corr(20d)(ARKK US Equity:PX_LAST, USGG2YR Index:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0472,XLE US Equity,6,long,correlation_delta,2025-03-03,2025-03-10,-0.9499,3.5143,52.8519,0.0,10d,189.7754,,-121.7275,-0.4117,-500.9567,-1.0,-805.7842,-0.8967,-1325.4068,-1.0,"When beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr_delta(20d-60d)(CPI YOY Index:PX_LAST, NFP TCH Index:PX_LAST) is very high and zscore_corr(20d)(ARKK US Equity:PX_LAST, USGG2YR Index:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0472,AAPL US Equity,6,long,correlation_delta,2025-03-03,2025-03-10,-9.573,-18.4736,-49.4258,0.0,21d,189.7754,,-121.7275,-0.4117,-500.9567,-1.0,-805.7842,-0.8967,-1325.4068,-1.0,"When beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr_delta(20d-60d)(CPI YOY Index:PX_LAST, NFP TCH Index:PX_LAST) is very high and zscore_corr(20d)(ARKK US Equity:PX_LAST, USGG2YR Index:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0472,TSLA US Equity,6,long,correlation_delta,2025-03-03,2025-03-10,-7.9879,-12.0272,-6.4095,0.0,21d,189.7754,,-121.7275,-0.4117,-500.9567,-1.0,-805.7842,-0.8967,-1325.4068,-1.0,"When beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr_delta(20d-60d)(CPI YOY Index:PX_LAST, NFP TCH Index:PX_LAST) is very high and zscore_corr(20d)(ARKK US Equity:PX_LAST, USGG2YR Index:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0472,LLY US Equity,6,long,correlation_delta,2025-03-03,2025-03-10,-13.6416,-29.5676,-17.3039,0.0,21d,189.7754,,-121.7275,-0.4117,-500.9567,-1.0,-805.7842,-0.8967,-1325.4068,-1.0,"When beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr_delta(20d-60d)(CPI YOY Index:PX_LAST, NFP TCH Index:PX_LAST) is very high and zscore_corr(20d)(ARKK US Equity:PX_LAST, USGG2YR Index:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0472,NVDA US Equity,6,long,correlation_delta,2025-03-03,2025-03-10,-3.1829,-2.6744,15.3504,0.0,10d,189.7754,,-121.7275,-0.4117,-500.9567,-1.0,-805.7842,-0.8967,-1325.4068,-1.0,"When beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr_delta(20d-60d)(CPI YOY Index:PX_LAST, NFP TCH Index:PX_LAST) is very high and zscore_corr(20d)(ARKK US Equity:PX_LAST, USGG2YR Index:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0472,GLD US Equity,6,long,correlation_delta,2025-03-03,2025-03-10,3.1075,6.1262,189.7754,0.0,10d,189.7754,,-121.7275,-0.4117,-500.9567,-1.0,-805.7842,-0.8967,-1325.4068,-1.0,"When beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr_delta(20d-60d)(CPI YOY Index:PX_LAST, NFP TCH Index:PX_LAST) is very high and zscore_corr(20d)(ARKK US Equity:PX_LAST, USGG2YR Index:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0472,VIX Index,6,long,correlation_delta,2025-03-03,2025-03-10,4.5886,8.3004,-24.2884,0.0,3d,189.7754,,-121.7275,-0.4117,-500.9567,-1.0,-805.7842,-0.8967,-1325.4068,-1.0,"When beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr_delta(20d-60d)(CPI YOY Index:PX_LAST, NFP TCH Index:PX_LAST) is very high and zscore_corr(20d)(ARKK US Equity:PX_LAST, USGG2YR Index:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0472,ARKK US Equity,6,long,correlation_delta,2025-03-03,2025-03-10,-5.5715,-20.2047,-5.212,0.0,21d,189.7754,,-121.7275,-0.4117,-500.9567,-1.0,-805.7842,-0.8967,-1325.4068,-1.0,"When beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr_delta(20d-60d)(CPI YOY Index:PX_LAST, NFP TCH Index:PX_LAST) is very high and zscore_corr(20d)(ARKK US Equity:PX_LAST, USGG2YR Index:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0357,QQQ US Equity,12,long,rolling_beta,2020-05-28,2020-06-19,4.6493,4.8429,27.7569,76.9896,21d,153.255,89.6869,9.7312,0.1338,-14.4392,-0.0335,-140.5467,-0.3143,510.0075,0.7076,"When zscore(PX_LAST, 30d)__USGG2YR Index surges unexpectedly and beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr(LF94TRUU Index:PX_LAST, SPY US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0357,AAPL US Equity,12,long,rolling_beta,2020-05-28,2020-06-19,6.7068,12.5515,44.8713,118.4191,21d,153.255,89.6869,9.7312,0.1338,-14.4392,-0.0335,-140.5467,-0.3143,510.0075,0.7076,"When zscore(PX_LAST, 30d)__USGG2YR Index surges unexpectedly and beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr(LF94TRUU Index:PX_LAST, SPY US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0357,NVDA US Equity,12,long,rolling_beta,2020-05-28,2020-06-19,6.154,12.701,23.4781,103.361,21d,153.255,89.6869,9.7312,0.1338,-14.4392,-0.0335,-140.5467,-0.3143,510.0075,0.7076,"When zscore(PX_LAST, 30d)__USGG2YR Index surges unexpectedly and beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr(LF94TRUU Index:PX_LAST, SPY US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0357,TSLA US Equity,12,long,rolling_beta,2020-05-28,2020-06-19,8.3435,9.1957,18.8966,62.5515,21d,153.255,89.6869,9.7312,0.1338,-14.4392,-0.0335,-140.5467,-0.3143,510.0075,0.7076,"When zscore(PX_LAST, 30d)__USGG2YR Index surges unexpectedly and beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr(LF94TRUU Index:PX_LAST, SPY US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0357,LLY US Equity,12,long,rolling_beta,2020-05-28,2020-06-19,2.1759,2.0169,15.3554,35.7974,21d,153.255,89.6869,9.7312,0.1338,-14.4392,-0.0335,-140.5467,-0.3143,510.0075,0.7076,"When zscore(PX_LAST, 30d)__USGG2YR Index surges unexpectedly and beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr(LF94TRUU Index:PX_LAST, SPY US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0357,NBIS US Equity,12,long,rolling_beta,2020-05-28,2020-06-19,5.1974,12.6698,35.0661,153.255,21d,153.255,89.6869,9.7312,0.1338,-14.4392,-0.0335,-140.5467,-0.3143,510.0075,0.7076,"When zscore(PX_LAST, 30d)__USGG2YR Index surges unexpectedly and beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr(LF94TRUU Index:PX_LAST, SPY US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0357,GLD US Equity,12,long,rolling_beta,2020-05-28,2020-06-19,4.523,13.8779,34.382,72.3265,21d,153.255,89.6869,9.7312,0.1338,-14.4392,-0.0335,-140.5467,-0.3143,510.0075,0.7076,"When zscore(PX_LAST, 30d)__USGG2YR Index surges unexpectedly and beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr(LF94TRUU Index:PX_LAST, SPY US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0357,VIX Index,12,long,rolling_beta,2020-05-28,2020-06-19,3.5629,7.4448,5.7255,-3.6935,3d,153.255,89.6869,9.7312,0.1338,-14.4392,-0.0335,-140.5467,-0.3143,510.0075,0.7076,"When zscore(PX_LAST, 30d)__USGG2YR Index surges unexpectedly and beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr(LF94TRUU Index:PX_LAST, SPY US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0357,ARKK US Equity,12,long,rolling_beta,2020-05-28,2020-06-19,5.736,8.355,35.8875,93.8956,21d,153.255,89.6869,9.7312,0.1338,-14.4392,-0.0335,-140.5467,-0.3143,510.0075,0.7076,"When zscore(PX_LAST, 30d)__USGG2YR Index surges unexpectedly and beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr(LF94TRUU Index:PX_LAST, SPY US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0357,XLE US Equity,12,long,rolling_beta,2020-05-28,2020-06-19,-2.7471,-8.5218,-30.0894,-34.0649,1d,153.255,89.6869,9.7312,0.1338,-14.4392,-0.0335,-140.5467,-0.3143,510.0075,0.7076,"When zscore(PX_LAST, 30d)__USGG2YR Index surges unexpectedly and beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr(LF94TRUU Index:PX_LAST, SPY US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0357,XLF US Equity,12,long,rolling_beta,2020-05-28,2020-06-19,-4.1364,-10.5347,-38.6875,-21.8679,1d,153.255,89.6869,9.7312,0.1338,-14.4392,-0.0335,-140.5467,-0.3143,510.0075,0.7076,"When zscore(PX_LAST, 30d)__USGG2YR Index surges unexpectedly and beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr(LF94TRUU Index:PX_LAST, SPY US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0357,XLK US Equity,12,long,rolling_beta,2020-05-28,2020-06-19,3.807,3.6293,21.1788,66.6633,21d,153.255,89.6869,9.7312,0.1338,-14.4392,-0.0335,-140.5467,-0.3143,510.0075,0.7076,"When zscore(PX_LAST, 30d)__USGG2YR Index surges unexpectedly and beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr(LF94TRUU Index:PX_LAST, SPY US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0357,SPY US Equity,12,long,rolling_beta,2020-05-28,2020-06-19,0.156,-4.3826,-13.283,7.0912,21d,153.255,89.6869,9.7312,0.1338,-14.4392,-0.0335,-140.5467,-0.3143,510.0075,0.7076,"When zscore(PX_LAST, 30d)__USGG2YR Index surges unexpectedly and beta(GLD US Equity:PX_LAST, SPCSUSA Index:PX_LAST, 60d) is very low and corr(LF94TRUU Index:PX_LAST, SPY US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0270,NVDA US Equity,6,short,correlation_zscore,2022-12-08,2022-12-15,2.9552,7.2502,44.1677,0.0,10d,131.268,,3.4479,0.1885,22.5421,0.508,105.2393,1.3375,175.7118,1.582,"When corr_delta(20d-60d)(INJCJC Index:PX_LAST, SPCS20SM Index:PX_LAST) drops sharply and corr(FFA Comdty:PX_LAST, SPCS20SM Index:PX_LAST, 20d) surges unexpectedly and zscore_corr(20d)(LF94TRUU Index:PX_LAST, NVDA US Equity:PX_LAST, 60d) is very low, it may indicate a bearish outlook."
S0270,XLK US Equity,6,short,correlation_zscore,2022-12-08,2022-12-15,4.0411,8.9882,44.3412,0.0,10d,131.268,,3.4479,0.1885,22.5421,0.508,105.2393,1.3375,175.7118,1.582,"When corr_delta(20d-60d)(INJCJC Index:PX_LAST, SPCS20SM Index:PX_LAST) drops sharply and corr(FFA Comdty:PX_LAST, SPCS20SM Index:PX_LAST, 20d) surges unexpectedly and zscore_corr(20d)(LF94TRUU Index:PX_LAST, NVDA US Equity:PX_LAST, 60d) is very low, it may indicate a bearish outlook."
S0270,XLF US Equity,6,short,correlation_zscore,2022-12-08,2022-12-15,6.8972,12.3108,20.2883,0.0,10d,131.268,,3.4479,0.1885,22.5421,0.508,105.2393,1.3375,175.7118,1.582,"When corr_delta(20d-60d)(INJCJC Index:PX_LAST, SPCS20SM Index:PX_LAST) drops sharply and corr(FFA Comdty:PX_LAST, SPCS20SM Index:PX_LAST, 20d) surges unexpectedly and zscore_corr(20d)(LF94TRUU Index:PX_LAST, NVDA US Equity:PX_LAST, 60d) is very low, it may indicate a bearish outlook."
S0270,XLE US Equity,6,short,correlation_zscore,2022-12-08,2022-12-15,0.4992,-0.5835,-10.5008,0.0,1d,131.268,,3.4479,0.1885,22.5421,0.508,105.2393,1.3375,175.7118,1.582,"When corr_delta(20d-60d)(INJCJC Index:PX_LAST, SPCS20SM Index:PX_LAST) drops sharply and corr(FFA Comdty:PX_LAST, SPCS20SM Index:PX_LAST, 20d) surges unexpectedly and zscore_corr(20d)(LF94TRUU Index:PX_LAST, NVDA US Equity:PX_LAST, 60d) is very low, it may indicate a bearish outlook."
S0270,ARKK US Equity,6,short,correlation_zscore,2022-12-08,2022-12-15,6.4456,16.4208,52.6804,0.0,10d,131.268,,3.4479,0.1885,22.5421,0.508,105.2393,1.3375,175.7118,1.582,"When corr_delta(20d-60d)(INJCJC Index:PX_LAST, SPCS20SM Index:PX_LAST) drops sharply and corr(FFA Comdty:PX_LAST, SPCS20SM Index:PX_LAST, 20d) surges unexpectedly and zscore_corr(20d)(LF94TRUU Index:PX_LAST, NVDA US Equity:PX_LAST, 60d) is very low, it may indicate a bearish outlook."
S0270,VIX Index,6,short,correlation_zscore,2022-12-08,2022-12-15,-1.0165,6.9665,9.8911,0.0,10d,131.268,,3.4479,0.1885,22.5421,0.508,105.2393,1.3375,175.7118,1.582,"When corr_delta(20d-60d)(INJCJC Index:PX_LAST, SPCS20SM Index:PX_LAST) drops sharply and corr(FFA Comdty:PX_LAST, SPCS20SM Index:PX_LAST, 20d) surges unexpectedly and zscore_corr(20d)(LF94TRUU Index:PX_LAST, NVDA US Equity:PX_LAST, 60d) is very low, it may indicate a bearish outlook."
S0270,GLD US Equity,6,short,correlation_zscore,2022-12-08,2022-12-15,-1.1503,-3.7757,-10.4478,0.0,21d,131.268,,3.4479,0.1885,22.5421,0.508,105.2393,1.3375,175.7118,1.582,"When corr_delta(20d-60d)(INJCJC Index:PX_LAST, SPCS20SM Index:PX_LAST) drops sharply and corr(FFA Comdty:PX_LAST, SPCS20SM Index:PX_LAST, 20d) surges unexpectedly and zscore_corr(20d)(LF94TRUU Index:PX_LAST, NVDA US Equity:PX_LAST, 60d) is very low, it may indicate a bearish outlook."
S0270,NBIS US Equity,6,short,correlation_zscore,2022-12-08,2022-12-15,0.0,0.0,0.0,0.0,1d,131.268,,3.4479,0.1885,22.5421,0.508,105.2393,1.3375,175.7118,1.582,"When corr_delta(20d-60d)(INJCJC Index:PX_LAST, SPCS20SM Index:PX_LAST) drops sharply and corr(FFA Comdty:PX_LAST, SPCS20SM Index:PX_LAST, 20d) surges unexpectedly and zscore_corr(20d)(LF94TRUU Index:PX_LAST, NVDA US Equity:PX_LAST, 60d) is very low, it may indicate a bearish outlook."
S0270,LLY US Equity,6,short,correlation_zscore,2022-12-08,2022-12-15,4.2545,10.0296,-8.2696,0.0,3d,131.268,,3.4479,0.1885,22.5421,0.508,105.2393,1.3375,175.7118,1.582,"When corr_delta(20d-60d)(INJCJC Index:PX_LAST, SPCS20SM Index:PX_LAST) drops sharply and corr(FFA Comdty:PX_LAST, SPCS20SM Index:PX_LAST, 20d) surges unexpectedly and zscore_corr(20d)(LF94TRUU Index:PX_LAST, NVDA US Equity:PX_LAST, 60d) is very low, it may indicate a bearish outlook."
S0270,TSLA US Equity,6,short,correlation_zscore,2022-12-08,2022-12-15,10.6681,41.7161,131.268,0.0,10d,131.268,,3.4479,0.1885,22.5421,0.508,105.2393,1.3375,175.7118,1.582,"When corr_delta(20d-60d)(INJCJC Index:PX_LAST, SPCS20SM Index:PX_LAST) drops sharply and corr(FFA Comdty:PX_LAST, SPCS20SM Index:PX_LAST, 20d) surges unexpectedly and zscore_corr(20d)(LF94TRUU Index:PX_LAST, NVDA US Equity:PX_LAST, 60d) is very low, it may indicate a bearish outlook."
S0270,AAPL US Equity,6,short,correlation_zscore,2022-12-08,2022-12-15,7.1962,13.5709,53.5922,0.0,10d,131.268,,3.4479,0.1885,22.5421,0.508,105.2393,1.3375,175.7118,1.582,"When corr_delta(20d-60d)(INJCJC Index:PX_LAST, SPCS20SM Index:PX_LAST) drops sharply and corr(FFA Comdty:PX_LAST, SPCS20SM Index:PX_LAST, 20d) surges unexpectedly and zscore_corr(20d)(LF94TRUU Index:PX_LAST, NVDA US Equity:PX_LAST, 60d) is very low, it may indicate a bearish outlook."
