setup_id,target_ticker,support,entry_direction,dominant_signal_type,first_trigger_date,last_trigger_date,sharpe_1d,sharpe_3d,sharpe_10d,sharpe_21d,best_sharpe_horizon,fitness,recency_sharpe,avg_option_pnl_dollars_1d,avg_option_pnl_pct_1d,avg_option_pnl_dollars_3d,avg_option_pnl_pct_3d,avg_option_pnl_dollars_10d,avg_option_pnl_pct_10d,avg_option_pnl_dollars_21d,avg_option_pnl_pct_21d,description
S0273,XLE US Equity,14,long,correlation,2023-11-06,2023-11-24,-2.2379,-0.7154,-3.3651,-9.1126,3d,166.0386,145.8639,-16.7331,-19.0707,27.3852,11.8072,229.398,58.7635,498.5091,91.0584,"When corr(FFA Comdty:PX_LAST, XLK US Equity:PX_LAST, 60d) is very high and div(CALL_IMP_VOL_30D, VOLUME)__TSLA US Equity is very low and corr(CPI CHNG Index:PX_LAST, VIX Index:PX_LAST, 20d) is very high, it may indicate a bullish outlook."
S0273,XLF US Equity,14,long,correlation,2023-11-06,2023-11-24,7.5866,15.728,57.1905,108.768,21d,166.0386,145.8639,-16.7331,-19.0707,27.3852,11.8072,229.398,58.7635,498.5091,91.0584,"When corr(FFA Comdty:PX_LAST, XLK US Equity:PX_LAST, 60d) is very high and div(CALL_IMP_VOL_30D, VOLUME)__TSLA US Equity is very low and corr(CPI CHNG Index:PX_LAST, VIX Index:PX_LAST, 20d) is very high, it may indicate a bullish outlook."
S0273,XLK US Equity,14,long,correlation,2023-11-06,2023-11-24,5.7153,15.3789,13.2692,100.0872,21d,166.0386,145.8639,-16.7331,-19.0707,27.3852,11.8072,229.398,58.7635,498.5091,91.0584,"When corr(FFA Comdty:PX_LAST, XLK US Equity:PX_LAST, 60d) is very high and div(CALL_IMP_VOL_30D, VOLUME)__TSLA US Equity is very low and corr(CPI CHNG Index:PX_LAST, VIX Index:PX_LAST, 20d) is very high, it may indicate a bullish outlook."
S0470,TSLA US Equity,13,long,correlation,2023-04-28,2023-05-16,2.8851,8.2985,29.9451,47.8719,21d,150.5689,58.7165,-7.2215,-9.1836,140.9023,39.1215,610.1221,110.5243,2412.6177,309.8571,"When corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low and beta(ARKK US Equity:PX_LAST, LLY US Equity:PX_LAST, 60d) surges unexpectedly and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0480,XLE US Equity,13,long,rolling_beta,2023-04-28,2023-05-16,-5.9963,-6.0664,-6.776,-0.6829,21d,150.5689,13.4872,-17.0473,-41.0962,-25.259,-35.1313,-108.5893,-74.7057,-153.7716,-73.6354,"When beta(FARBAST Index:PX_LAST, FFA Comdty:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low, it may indicate a bullish outlook."
S0480,XLF US Equity,13,long,rolling_beta,2023-04-28,2023-05-16,-1.7349,-1.088,-0.2051,9.4518,21d,150.5689,13.4872,-17.0473,-41.0962,-25.259,-35.1313,-108.5893,-74.7057,-153.7716,-73.6354,"When beta(FARBAST Index:PX_LAST, FFA Comdty:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low, it may indicate a bullish outlook."
S0480,XLK US Equity,13,long,rolling_beta,2023-04-28,2023-05-16,2.7556,9.2496,26.6959,105.0111,21d,150.5689,13.4872,-17.0473,-41.0962,-25.259,-35.1313,-108.5893,-74.7057,-153.7716,-73.6354,"When beta(FARBAST Index:PX_LAST, FFA Comdty:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low, it may indicate a bullish outlook."
S0480,SPY US Equity,13,long,rolling_beta,2023-04-28,2023-05-16,-0.3337,2.7655,12.4484,34.4977,21d,150.5689,13.4872,-17.0473,-41.0962,-25.259,-35.1313,-108.5893,-74.7057,-153.7716,-73.6354,"When beta(FARBAST Index:PX_LAST, FFA Comdty:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low, it may indicate a bullish outlook."
S0480,QQQ US Equity,13,long,rolling_beta,2023-04-28,2023-05-16,3.8276,10.3818,32.9958,115.9862,21d,150.5689,13.4872,-17.0473,-41.0962,-25.259,-35.1313,-108.5893,-74.7057,-153.7716,-73.6354,"When beta(FARBAST Index:PX_LAST, FFA Comdty:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low, it may indicate a bullish outlook."
S0470,NVDA US Equity,13,long,correlation,2023-04-28,2023-05-16,4.6776,9.2337,16.9581,150.5689,21d,150.5689,58.7165,-7.2215,-9.1836,140.9023,39.1215,610.1221,110.5243,2412.6177,309.8571,"When corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low and beta(ARKK US Equity:PX_LAST, LLY US Equity:PX_LAST, 60d) surges unexpectedly and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0470,AAPL US Equity,13,long,correlation,2023-04-28,2023-05-16,1.0855,5.7492,14.3004,43.9703,21d,150.5689,58.7165,-7.2215,-9.1836,140.9023,39.1215,610.1221,110.5243,2412.6177,309.8571,"When corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low and beta(ARKK US Equity:PX_LAST, LLY US Equity:PX_LAST, 60d) surges unexpectedly and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0470,XLE US Equity,13,long,correlation,2023-04-28,2023-05-16,-5.3254,-5.8572,-6.616,-0.6829,21d,150.5689,58.7165,-7.2215,-9.1836,140.9023,39.1215,610.1221,110.5243,2412.6177,309.8571,"When corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low and beta(ARKK US Equity:PX_LAST, LLY US Equity:PX_LAST, 60d) surges unexpectedly and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0470,LLY US Equity,13,long,correlation,2023-04-28,2023-05-16,6.4932,12.4415,5.9039,28.7281,21d,150.5689,58.7165,-7.2215,-9.1836,140.9023,39.1215,610.1221,110.5243,2412.6177,309.8571,"When corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low and beta(ARKK US Equity:PX_LAST, LLY US Equity:PX_LAST, 60d) surges unexpectedly and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0470,NBIS US Equity,13,long,correlation,2023-04-28,2023-05-16,0.0,0.0,0.0,0.0,1d,150.5689,58.7165,-7.2215,-9.1836,140.9023,39.1215,610.1221,110.5243,2412.6177,309.8571,"When corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low and beta(ARKK US Equity:PX_LAST, LLY US Equity:PX_LAST, 60d) surges unexpectedly and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0470,GLD US Equity,13,long,correlation,2023-04-28,2023-05-16,-0.457,-2.9395,-18.9456,-46.2481,1d,150.5689,58.7165,-7.2215,-9.1836,140.9023,39.1215,610.1221,110.5243,2412.6177,309.8571,"When corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low and beta(ARKK US Equity:PX_LAST, LLY US Equity:PX_LAST, 60d) surges unexpectedly and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0470,VIX Index,13,long,correlation,2023-04-28,2023-05-16,1.5599,0.319,3.4509,-16.7226,10d,150.5689,58.7165,-7.2215,-9.1836,140.9023,39.1215,610.1221,110.5243,2412.6177,309.8571,"When corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low and beta(ARKK US Equity:PX_LAST, LLY US Equity:PX_LAST, 60d) surges unexpectedly and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0470,ARKK US Equity,13,long,correlation,2023-04-28,2023-05-16,4.3848,8.9437,23.522,66.8432,21d,150.5689,58.7165,-7.2215,-9.1836,140.9023,39.1215,610.1221,110.5243,2412.6177,309.8571,"When corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low and beta(ARKK US Equity:PX_LAST, LLY US Equity:PX_LAST, 60d) surges unexpectedly and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0470,QQQ US Equity,13,long,correlation,2023-04-28,2023-05-16,3.9373,10.7946,32.9958,110.4817,21d,150.5689,58.7165,-7.2215,-9.1836,140.9023,39.1215,610.1221,110.5243,2412.6177,309.8571,"When corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low and beta(ARKK US Equity:PX_LAST, LLY US Equity:PX_LAST, 60d) surges unexpectedly and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0470,XLF US Equity,13,long,correlation,2023-04-28,2023-05-16,-2.0026,-0.938,-0.5258,9.4518,21d,150.5689,58.7165,-7.2215,-9.1836,140.9023,39.1215,610.1221,110.5243,2412.6177,309.8571,"When corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low and beta(ARKK US Equity:PX_LAST, LLY US Equity:PX_LAST, 60d) surges unexpectedly and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0470,XLK US Equity,13,long,correlation,2023-04-28,2023-05-16,2.7154,9.1014,26.6959,105.0111,21d,150.5689,58.7165,-7.2215,-9.1836,140.9023,39.1215,610.1221,110.5243,2412.6177,309.8571,"When corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low and beta(ARKK US Equity:PX_LAST, LLY US Equity:PX_LAST, 60d) surges unexpectedly and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0480,ARKK US Equity,13,long,rolling_beta,2023-04-28,2023-05-16,4.2335,9.1027,23.522,66.8432,21d,150.5689,13.4872,-17.0473,-41.0962,-25.259,-35.1313,-108.5893,-74.7057,-153.7716,-73.6354,"When beta(FARBAST Index:PX_LAST, FFA Comdty:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low, it may indicate a bullish outlook."
S0480,VIX Index,13,long,rolling_beta,2023-04-28,2023-05-16,1.5918,0.7274,3.4509,-16.7226,10d,150.5689,13.4872,-17.0473,-41.0962,-25.259,-35.1313,-108.5893,-74.7057,-153.7716,-73.6354,"When beta(FARBAST Index:PX_LAST, FFA Comdty:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low, it may indicate a bullish outlook."
S0480,GLD US Equity,13,long,rolling_beta,2023-04-28,2023-05-16,-0.5116,-2.8895,-18.9456,-46.2481,1d,150.5689,13.4872,-17.0473,-41.0962,-25.259,-35.1313,-108.5893,-74.7057,-153.7716,-73.6354,"When beta(FARBAST Index:PX_LAST, FFA Comdty:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low, it may indicate a bullish outlook."
S0480,AAPL US Equity,13,long,rolling_beta,2023-04-28,2023-05-16,1.3326,5.889,14.3004,43.9703,21d,150.5689,13.4872,-17.0473,-41.0962,-25.259,-35.1313,-108.5893,-74.7057,-153.7716,-73.6354,"When beta(FARBAST Index:PX_LAST, FFA Comdty:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low, it may indicate a bullish outlook."
S0480,NBIS US Equity,13,long,rolling_beta,2023-04-28,2023-05-16,0.0,0.0,0.0,0.0,1d,150.5689,13.4872,-17.0473,-41.0962,-25.259,-35.1313,-108.5893,-74.7057,-153.7716,-73.6354,"When beta(FARBAST Index:PX_LAST, FFA Comdty:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low, it may indicate a bullish outlook."
S0480,NVDA US Equity,13,long,rolling_beta,2023-04-28,2023-05-16,4.9854,9.6378,17.3057,150.5689,21d,150.5689,13.4872,-17.0473,-41.0962,-25.259,-35.1313,-108.5893,-74.7057,-153.7716,-73.6354,"When beta(FARBAST Index:PX_LAST, FFA Comdty:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low, it may indicate a bullish outlook."
S0470,SPY US Equity,13,long,correlation,2023-04-28,2023-05-16,-0.5433,2.6152,12.4484,34.4977,21d,150.5689,58.7165,-7.2215,-9.1836,140.9023,39.1215,610.1221,110.5243,2412.6177,309.8571,"When corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low and beta(ARKK US Equity:PX_LAST, LLY US Equity:PX_LAST, 60d) surges unexpectedly and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0480,TSLA US Equity,13,long,rolling_beta,2023-04-28,2023-05-16,3.1359,8.1941,27.4555,47.8719,21d,150.5689,13.4872,-17.0473,-41.0962,-25.259,-35.1313,-108.5893,-74.7057,-153.7716,-73.6354,"When beta(FARBAST Index:PX_LAST, FFA Comdty:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low, it may indicate a bullish outlook."
S0480,LLY US Equity,13,long,rolling_beta,2023-04-28,2023-05-16,6.3998,12.3482,5.9039,30.5236,21d,150.5689,13.4872,-17.0473,-41.0962,-25.259,-35.1313,-108.5893,-74.7057,-153.7716,-73.6354,"When beta(FARBAST Index:PX_LAST, FFA Comdty:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and corr(CPI YOY Index:PX_LAST, LF94TRUU Index:PX_LAST, 60d) is very low, it may indicate a bullish outlook."
S0498,SPY US Equity,14,long,rolling_beta,2023-04-28,2023-05-19,-0.3118,0.7253,13.5976,36.0869,21d,145.7377,72.1207,-15.5985,-25.545,22.2573,3.1668,48.2674,12.4687,313.5965,69.2259,"When beta(FARBAST Index:PX_LAST, FFA Comdty:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and beta(ARKK US Equity:PX_LAST, LLY US Equity:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0498,NVDA US Equity,14,long,rolling_beta,2023-04-28,2023-05-19,4.3843,7.687,18.1396,145.7377,21d,145.7377,72.1207,-15.5985,-25.545,22.2573,3.1668,48.2674,12.4687,313.5965,69.2259,"When beta(FARBAST Index:PX_LAST, FFA Comdty:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and beta(ARKK US Equity:PX_LAST, LLY US Equity:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0498,AAPL US Equity,14,long,rolling_beta,2023-04-28,2023-05-19,0.5861,4.219,15.4768,45.9163,21d,145.7377,72.1207,-15.5985,-25.545,22.2573,3.1668,48.2674,12.4687,313.5965,69.2259,"When beta(FARBAST Index:PX_LAST, FFA Comdty:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and beta(ARKK US Equity:PX_LAST, LLY US Equity:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0498,TSLA US Equity,14,long,rolling_beta,2023-04-28,2023-05-19,5.1549,8.5441,31.3814,49.5851,21d,145.7377,72.1207,-15.5985,-25.545,22.2573,3.1668,48.2674,12.4687,313.5965,69.2259,"When beta(FARBAST Index:PX_LAST, FFA Comdty:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and beta(ARKK US Equity:PX_LAST, LLY US Equity:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0498,LLY US Equity,14,long,rolling_beta,2023-04-28,2023-05-19,4.9047,9.4552,5.6722,28.183,21d,145.7377,72.1207,-15.5985,-25.545,22.2573,3.1668,48.2674,12.4687,313.5965,69.2259,"When beta(FARBAST Index:PX_LAST, FFA Comdty:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and beta(ARKK US Equity:PX_LAST, LLY US Equity:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0498,NBIS US Equity,14,long,rolling_beta,2023-04-28,2023-05-19,0.0,0.0,0.0,0.0,1d,145.7377,72.1207,-15.5985,-25.545,22.2573,3.1668,48.2674,12.4687,313.5965,69.2259,"When beta(FARBAST Index:PX_LAST, FFA Comdty:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and beta(ARKK US Equity:PX_LAST, LLY US Equity:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0498,GLD US Equity,14,long,rolling_beta,2023-04-28,2023-05-19,-0.4123,-3.9401,-19.0887,-40.3422,1d,145.7377,72.1207,-15.5985,-25.545,22.2573,3.1668,48.2674,12.4687,313.5965,69.2259,"When beta(FARBAST Index:PX_LAST, FFA Comdty:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and beta(ARKK US Equity:PX_LAST, LLY US Equity:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0498,VIX Index,14,long,rolling_beta,2023-04-28,2023-05-19,2.2519,2.4857,1.5617,-17.6672,3d,145.7377,72.1207,-15.5985,-25.545,22.2573,3.1668,48.2674,12.4687,313.5965,69.2259,"When beta(FARBAST Index:PX_LAST, FFA Comdty:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and beta(ARKK US Equity:PX_LAST, LLY US Equity:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0498,ARKK US Equity,14,long,rolling_beta,2023-04-28,2023-05-19,6.0716,9.173,24.844,69.6372,21d,145.7377,72.1207,-15.5985,-25.545,22.2573,3.1668,48.2674,12.4687,313.5965,69.2259,"When beta(FARBAST Index:PX_LAST, FFA Comdty:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and beta(ARKK US Equity:PX_LAST, LLY US Equity:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0498,XLE US Equity,14,long,rolling_beta,2023-04-28,2023-05-19,-5.4733,-5.0203,-6.199,-0.2177,21d,145.7377,72.1207,-15.5985,-25.545,22.2573,3.1668,48.2674,12.4687,313.5965,69.2259,"When beta(FARBAST Index:PX_LAST, FFA Comdty:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and beta(ARKK US Equity:PX_LAST, LLY US Equity:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0498,XLF US Equity,14,long,rolling_beta,2023-04-28,2023-05-19,-1.8508,-2.2148,-0.1328,10.3439,21d,145.7377,72.1207,-15.5985,-25.545,22.2573,3.1668,48.2674,12.4687,313.5965,69.2259,"When beta(FARBAST Index:PX_LAST, FFA Comdty:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and beta(ARKK US Equity:PX_LAST, LLY US Equity:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0498,XLK US Equity,14,long,rolling_beta,2023-04-28,2023-05-19,3.0175,6.4743,27.9507,117.2656,21d,145.7377,72.1207,-15.5985,-25.545,22.2573,3.1668,48.2674,12.4687,313.5965,69.2259,"When beta(FARBAST Index:PX_LAST, FFA Comdty:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and beta(ARKK US Equity:PX_LAST, LLY US Equity:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0475,SPY US Equity,14,long,correlation,2023-04-28,2023-05-19,-0.2865,0.8661,13.5976,36.0869,21d,145.7377,72.1207,-15.5985,-25.545,22.2573,3.1668,48.2674,12.4687,313.5965,69.2259,"When beta(BSPGCPUS Index:PX_LAST, SPX Index:PX_LAST, 60d) is very high and zscore_corr(20d)(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and corr(FFA Comdty:PX_LAST, XLK US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
