setup_id,rank,best_performing_ticker,obj_sortino,obj_calmar,obj_support,entry_direction,first_trigger_date,last_trigger_date,recency_sharpe,avg_option_pnl_dollars_1d,avg_option_pnl_pct_1d,avg_option_pnl_dollars_3d,avg_option_pnl_pct_3d,avg_option_pnl_dollars_10d,avg_option_pnl_pct_10d,avg_option_pnl_dollars_21d,avg_option_pnl_pct_21d,description
S0060,1,GLD US Equity,8.3307,56.501,116,long,2018-04-04,2025-04-30,3.0196,12.6462,15.331,24.4256,18.9019,67.6436,30.3007,168.8188,40.6699,"When div(PUT_IMP_VOL_30D, VOLUME)__AAPL US Equity surges unexpectedly and div(IVOL_SIGMA, VOLUME)__AAPL US Equity surges unexpectedly, it may indicate a bullish outlook."
S0030,1,TSLA US Equity,7.5387,46.988,164,long,2018-10-15,2025-07-18,4.2617,17.707,14.1206,20.9587,4.5068,99.1963,25.6053,111.4142,25.7719,"When div(IVOL_SIGMA, VOLUME)__ARKK US Equity surges unexpectedly, it may indicate a bullish outlook."
S0006,1,TSLA US Equity,7.1596,22.0914,195,long,2018-04-04,2025-07-29,8.1954,4.2381,13.5047,9.4861,10.0066,72.3854,26.1543,141.8475,31.6975,"When div(IVOL_SIGMA, VOLUME)__AAPL US Equity surges unexpectedly, it may indicate a bullish outlook."
S0444,1,TSLA US Equity,6.6418,129.7412,161,long,2018-07-04,2020-05-18,5.4353,12.1653,26.1781,15.5905,27.0573,47.5841,47.5953,96.4415,63.7919,"When beta(DXY Curncy:PX_LAST, XLK US Equity:PX_LAST, 60d) is very high and div(CALL_IMP_VOL_30D, VOLUME)__ARKK US Equity is very high, it may indicate a bullish outlook."
S0084,1,NVDA US Equity,5.5988,10.4546,329,long,2019-08-29,2025-07-31,,18.6132,15.8574,15.5196,11.0391,86.791,24.3087,156.3704,32.8186,"When div(CALL_IMP_VOL_30D, VOLUME)__AAPL US Equity is very high and div(IVOL_SIGMA, VOLUME)__AAPL US Equity is very high, it may indicate a bullish outlook."
S0280,1,TSLA US Equity,5.2562,38.0208,384,long,2018-06-26,2025-08-04,,20.702,27.4305,22.6664,21.5554,74.2461,38.9247,128.3053,53.1985,"When beta(DXY Curncy:PX_LAST, XLK US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S0012,1,NVDA US Equity,4.7763,8.9825,396,long,2019-07-04,2025-07-31,,17.5018,15.9085,12.3405,9.2569,68.9412,21.6793,140.9618,31.5005,"When div(CALL_IMP_VOL_30D, VOLUME)__AAPL US Equity is very high, it may indicate a bullish outlook."
S0004,1,NVDA US Equity,4.3616,10.2076,396,long,2019-07-25,2025-08-01,,20.6829,16.0456,19.201,11.9063,87.1327,21.9058,148.1603,28.4715,"When div(IVOL_SIGMA, VOLUME)__AAPL US Equity is very high, it may indicate a bullish outlook."
S0488,1,QQQ US Equity,-99.0,17119311313836.768,9,long,2019-01-14,2025-04-22,,6.4898,16.7549,218.0197,79.6305,389.1518,85.7303,648.241,120.2425,"When corr(MLCX3CRT Index:PX_LAST, TSLA US Equity:PX_LAST, 20d) is very high and beta(SPX Index:PX_LAST, XLK US Equity:PX_LAST, 60d) surges unexpectedly and div(PUT_IMP_VOL_30D, VOLUME)__AAPL US Equity surges unexpectedly, it may indicate a bullish outlook."
S0460,1,SPY US Equity,-99.0,40872206446.8228,12,long,2020-03-18,2025-04-30,6.7531,-1.7884,23.024,110.9938,38.182,466.4174,88.7759,584.8259,95.4289,"When div(IVOL_SIGMA, VOLUME)__AAPL US Equity surges unexpectedly and div(IVOL_SIGMA, VOLUME)__ARKK US Equity surges unexpectedly and beta(SPX Index:PX_LAST, XLK US Equity:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S0208,1,SPY US Equity,-99.0,1112571735.8677,13,long,2019-01-14,2020-04-24,5.6052,9.9134,33.0871,23.0732,31.5175,111.0007,59.1877,248.8927,93.7077,"When corr(MLCX3CRT Index:PX_LAST, TSLA US Equity:PX_LAST, 20d) is very high and div(PUT_IMP_VOL_30D, VOLUME)__AAPL US Equity surges unexpectedly and div(CALL_IMP_VOL_30D, VOLUME)__ARKK US Equity is very high, it may indicate a bullish outlook."
S0394,1,ARKK US Equity,-99.0,130316490.5868,18,long,2019-08-29,2025-04-30,5.4766,-28.45,-15.1826,52.1765,17.157,241.981,69.2151,520.8315,104.0581,"When beta(SPX Index:PX_LAST, XLK US Equity:PX_LAST, 60d) surges unexpectedly and beta(DXY Curncy:PX_LAST, XLK US Equity:PX_LAST, 60d) is very high and div(IVOL_SIGMA, VOLUME)__AAPL US Equity surges unexpectedly, it may indicate a bullish outlook."
