setup_id,rank,best_performing_ticker,obj_sortino,obj_calmar,obj_support,entry_direction,first_trigger_date,last_trigger_date,recency_sharpe,avg_option_pnl_dollars_1d,avg_option_pnl_pct_1d,avg_option_pnl_dollars_3d,avg_option_pnl_pct_3d,avg_option_pnl_dollars_10d,avg_option_pnl_pct_10d,avg_option_pnl_dollars_21d,avg_option_pnl_pct_21d,description
S7480,1,XLK US Equity,39.0172,100.0,71,long,2020-03-16,2025-06-20,3.6485,28.6693,33.4229,79.5112,41.0105,221.4715,62.4926,394.9273,78.7259,"When beta_SPX Index:PX_LAST_XLK US Equity:PX_LAST_60d_z is very high and corr(NVDA US Equity:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high and div(PUT_IMP_VOL_30D, VOLUME)__GLD US Equity is very high, it may indicate a bullish outlook."
S7923,1,NBIS US Equity,32.7017,100.0,83,long,2020-03-13,2025-05-16,3.3679,36.5159,28.0162,52.9409,22.4877,149.361,41.1732,315.0302,59.1191,"When corr(NVDA US Equity:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high and HYG Vol Signal is very high and beta_SPX Index:PX_LAST_XLK US Equity:PX_LAST_60d_z is very high, it may indicate a bullish outlook."
S7547,1,NBIS US Equity,28.6863,100.0,123,long,2020-03-13,2025-06-13,2.9107,49.2004,34.8092,65.1357,30.083,168.9257,47.986,301.5942,64.803,"When beta_SPX Index:PX_LAST_XLK US Equity:PX_LAST_60d_z is very high and beta(MLCX3CRT Index:PX_LAST, VIX Index:PX_LAST, 60d) is very low and beta(SPX Index:PX_LAST, TSLA US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S7101,1,NBIS US Equity,18.6403,100.0,143,long,2018-04-23,2025-05-16,3.3679,33.8145,17.9506,41.8897,11.896,116.7979,29.384,214.1216,42.5993,"When HYG Vol Signal is very high and beta(SPX Index:PX_LAST, TSLA US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S7874,1,TSLA US Equity,13.5848,100.0,148,long,2018-12-25,2025-05-12,10.0938,29.9079,23.71,40.6717,12.9049,145.2396,26.8719,248.6498,41.1747,"When HYG Vol Signal is very high and div(PUT_IMP_VOL_30D, VOLUME)__GLD US Equity is very high, it may indicate a bullish outlook."
S7692,1,TSLA US Equity,13.5153,100.0,149,long,2018-04-25,2025-05-12,10.0938,17.1572,13.1908,15.8692,4.9358,159.8964,29.7593,258.0482,41.214,"When HYG Vol Signal is very high and div(IVOL_SIGMA, VOLUME)__GLD US Equity is very high, it may indicate a bullish outlook."
S5026,1,QQQ US Equity,12.9872,100.0,150,long,2018-12-31,2025-05-16,3.3679,33.5044,13.5736,36.1469,5.3546,127.5616,26.7319,227.2622,34.9079,"When HYG Vol Signal is very high and beta_LLY US Equity:PX_LAST_TSLA US Equity:PX_LAST_60d_z is very high, it may indicate a bullish outlook."
S7686,1,NVDA US Equity,12.3451,100.0,175,long,2019-09-05,2025-05-16,3.3679,41.5457,24.7732,46.723,13.9962,146.7827,32.8382,287.0838,55.3672,"When HYG Vol Signal is very high and beta_SPX Index:PX_LAST_XLK US Equity:PX_LAST_60d_z is very high, it may indicate a bullish outlook."
S7857,1,NBIS US Equity,10.6126,100.0,230,long,2019-10-22,2025-07-02,3.4403,24.8974,19.9499,21.4654,13.6052,89.425,27.4632,151.4388,35.8647,"When beta(SPX Index:PX_LAST, TSLA US Equity:PX_LAST, 60d) is very high and beta_SPX Index:PX_LAST_XLK US Equity:PX_LAST_60d_z is very high, it may indicate a bullish outlook."
S7932,1,TSLA US Equity,8.0209,100.0,296,long,2018-04-10,2025-06-20,3.8301,24.2427,24.2964,35.8812,17.3666,137.4416,30.75,218.976,39.7537,"When div(IVOL_SIGMA, VOLUME)__GLD US Equity is very high and div(PUT_IMP_VOL_30D, VOLUME)__GLD US Equity is very high, it may indicate a bullish outlook."
S6912,1,GLD US Equity,7.3939,30.1816,380,long,2018-04-26,2025-08-04,7.8485,17.7066,17.8355,19.5307,13.0523,82.8631,30.2941,141.7906,37.8462,"When zscore_corr(20d)(GLD US Equity:PX_LAST, VIX Index:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S7369,1,TSLA US Equity,6.7093,30.3195,384,long,2018-04-23,2025-05-16,3.3679,23.774,15.1961,20.3905,4.7538,85.582,19.2841,174.5246,32.6007,"When HYG Vol Signal is very high, it may indicate a bullish outlook."
S7357,1,NBIS US Equity,6.678,36.9643,376,long,2019-08-30,2025-07-03,3.7129,22.1452,19.0563,21.7059,13.2074,80.8076,25.6445,152.6133,38.1199,"When beta_SPX Index:PX_LAST_XLK US Equity:PX_LAST_60d_z is very high, it may indicate a bullish outlook."
S7720,1,TSLA US Equity,6.4163,23.264,392,long,2018-02-06,2025-07-02,3.4403,12.0581,12.0461,-2.3689,1.9387,27.5771,14.1374,66.7371,21.476,"When corr(NVDA US Equity:PX_LAST, QQQ US Equity:PX_LAST, 60d) is very high, it may indicate a bullish outlook."
S7558,1,TSLA US Equity,6.2713,55.7301,384,long,2018-04-10,2025-06-20,3.623,17.1797,18.4355,21.2171,10.9727,104.2708,23.4642,167.9624,32.4939,"When div(IVOL_SIGMA, VOLUME)__GLD US Equity is very high, it may indicate a bullish outlook."
S7675,1,TSLA US Equity,6.0399,89.5625,384,long,2018-04-10,2025-06-20,3.6485,24.6377,25.4653,39.0331,19.7746,111.8188,26.198,182.8975,35.4813,"When div(PUT_IMP_VOL_30D, VOLUME)__GLD US Equity is very high, it may indicate a bullish outlook."
